"Settlement Date","TI","Total Demand"
"06/16/2012","20","13,884.000"
"06/16/2012","21","13,966.000"
"06/16/2012","22","13,868.000"
"06/16/2012","23","12,931.000"
"06/16/2012","24","11,743.000"
"06/17/2012","01","10,792.000"
"06/17/2012","02","10,180.000"
"06/17/2012","03","10,260.000"
"06/17/2012","04","10,173.000"
"06/17/2012","05","10,119.000"
"06/17/2012","06","10,031.000"
"06/17/2012","07","10,091.000"
"06/17/2012","08","10,662.000"
"06/17/2012","09","11,759.000"
"06/17/2012","10","12,602.000"
"06/17/2012","11","13,173.000"
"06/17/2012","12","13,485.000"
"06/17/2012","13","13,610.000"
"06/17/2012","14","13,548.000"
"06/17/2012","15","13,497.000"
"06/17/2012","16","13,543.000"
"06/17/2012","17","13,720.000"
"06/17/2012","18","13,891.000"
"06/17/2012","19","13,886.000"
"06/17/2012","20","13,762.000"
"06/17/2012","21","13,998.000"
"06/17/2012","22","13,882.000"
"06/17/2012","23","12,733.000"
"06/17/2012","24","11,455.000"
"06/18/2012","01","10,546.000"
"06/18/2012","02","10,034.000"
"06/18/2012","03","9,809.000"
"06/18/2012","04","9,761.000"
"06/18/2012","05","10,228.000"
"06/18/2012","06","10,921.000"
"06/18/2012","07","12,192.000"
"06/18/2012","08","13,725.000"
"06/18/2012","09","14,682.000"
"06/18/2012","10","15,276.000"
"06/18/2012","11","15,762.000"
"06/18/2012","12","16,046.000"
"06/18/2012","13","16,123.000"
"06/18/2012","14","16,247.000"
"06/18/2012","15","16,243.000"
"06/18/2012","16","16,214.000"
"06/18/2012","17","16,234.000"
"06/18/2012","18","16,178.000"
"06/18/2012","19","15,851.000"
"06/18/2012","20","15,508.000"
"06/18/2012","21","15,549.000"
"06/18/2012","22","15,164.000"
"06/18/2012","23","13,684.000"
"06/18/2012","24","12,224.000"
"06/19/2012","01","11,167.000"
"06/19/2012","02","10,727.000"
"06/19/2012","03","10,776.000"
"06/19/2012","04","10,655.000"
"06/19/2012","05","10,754.000"
"06/19/2012","06","10,971.000"
"06/19/2012","07","12,471.000"
"06/19/2012","08","14,135.000"
"06/19/2012","09","15,082.000"
"06/19/2012","10","15,673.000"
"06/19/2012","11","16,167.000"
"06/19/2012","12","16,496.000"
"06/19/2012","13","16,682.000"
"06/19/2012","14","16,883.000"
"06/19/2012","15","16,926.000"
"06/19/2012","16","16,855.000"
"06/19/2012","17","16,852.000"
"06/19/2012","18","16,826.000"
"06/19/2012","19","16,592.000"
"06/19/2012","20","16,377.000"
"06/19/2012","21","16,569.000"
"06/19/2012","22","16,300.000"
"06/19/2012","23","14,867.000"
"06/19/2012","24","13,544.000"
"06/20/2012","01","13,032.000"
"06/20/2012","02","12,695.000"
"06/20/2012","03","12,537.000"
"06/20/2012","04","12,381.000"
"06/20/2012","05","12,279.000"
"06/20/2012","06","12,564.000"
"06/20/2012","07","13,763.000"
"06/20/2012","08","15,769.000"
"06/20/2012","09","17,461.000"
"06/20/2012","10","19,015.000"
"06/20/2012","11","20,444.000"
"06/20/2012","12","21,690.000"
"06/20/2012","13","22,563.000"
"06/20/2012","14","23,383.000"
"06/20/2012","15","23,936.000"
"06/20/2012","16","24,351.000"
"06/20/2012","17","24,644.000"
"06/20/2012","18","24,713.000"
"06/20/2012","19","24,404.000"
"06/20/2012","20","23,877.000"
"06/20/2012","21","23,570.000"
"06/20/2012","22","23,000.000"
"06/20/2012","23","21,296.000"
"06/20/2012","24","19,676.000"
"06/21/2012","01","18,042.000"
"06/21/2012","02","17,410.000"
"06/21/2012","03","16,849.000"
"06/21/2012","04","16,349.000"
"06/21/2012","05","16,259.000"
"06/21/2012","06","16,646.000"
"06/21/2012","07","18,034.000"
"06/21/2012","08","19,198.000"
"06/21/2012","09","20,853.000"
"06/21/2012","10","22,266.000"
"06/21/2012","11","23,467.000"
"06/21/2012","12","24,348.000"
"06/21/2012","13","24,864.000"
"06/21/2012","14","25,326.000"
"06/21/2012","15","25,552.000"
"06/21/2012","16","25,692.000"
"06/21/2012","17","25,754.000"
"06/21/2012","18","25,567.000"
"06/21/2012","19","25,111.000"
"06/21/2012","20","24,389.000"
"06/21/2012","21","23,868.000"
"06/21/2012","22","23,154.000"
"06/21/2012","23","21,086.000"
"06/21/2012","24","19,148.000"
"06/22/2012","01","18,194.000"
"06/22/2012","02","17,457.000"
"06/22/2012","03","16,647.000"
"06/22/2012","04","15,981.000"
"06/22/2012","05","15,921.000"
"06/22/2012","06","16,307.000"
"06/22/2012","07","17,624.000"
"06/22/2012","08","19,258.000"
"06/22/2012","09","20,588.000"
"06/22/2012","10","22,047.000"
"06/22/2012","11","23,247.000"
"06/22/2012","12","24,208.000"
"06/22/2012","13","24,819.000"
"06/22/2012","14","25,228.000"
"06/22/2012","15","25,193.000"
"06/22/2012","16","24,869.000"
"06/22/2012","17","24,119.000"
"06/22/2012","18","23,089.000"
"06/22/2012","19","21,879.000"
"06/22/2012","20","20,820.000"
"06/22/2012","21","20,290.000"
"06/22/2012","22","19,585.000"
"06/22/2012","23","18,032.000"
"06/22/2012","24","16,343.000"
"06/23/2012","01","15,039.000"
"06/23/2012","02","14,515.000"
"06/23/2012","03","13,992.000"
"06/23/2012","04","13,806.000"
"06/23/2012","05","13,936.000"
"06/23/2012","06","14,079.000"
"06/23/2012","07","13,988.000"
"06/23/2012","08","14,615.000"
"06/23/2012","09","15,569.000"
"06/23/2012","10","16,705.000"
"06/23/2012","11","17,678.000"
"06/23/2012","12","18,419.000"
"06/23/2012","13","18,895.000"
"06/23/2012","14","19,122.000"
"06/23/2012","15","19,245.000"
"06/23/2012","16","19,294.000"
"06/23/2012","17","19,095.000"
"06/23/2012","18","18,555.000"
"06/23/2012","19","17,692.000"
"06/23/2012","20","16,880.000"
"06/23/2012","21","16,468.000"
"06/23/2012","22","16,266.000"
"06/23/2012","23","15,536.000"
"06/23/2012","24","14,206.000"
"06/24/2012","01","13,154.000"
"06/24/2012","02","12,753.000"
"06/24/2012","03","12,388.000"
"06/24/2012","04","12,071.000"
"06/24/2012","05","11,946.000"
"06/24/2012","06","11,781.000"
"06/24/2012","07","12,124.000"
"06/24/2012","08","12,781.000"
"06/24/2012","09","13,820.000"
"06/24/2012","10","14,582.000"
"06/24/2012","11","15,429.000"
"06/24/2012","12","16,005.000"
"06/24/2012","13","16,368.000"
"06/24/2012","14","16,611.000"
"06/24/2012","15","16,835.000"
"06/24/2012","16","17,101.000"
"06/24/2012","17","17,349.000"
"06/24/2012","18","17,364.000"
"06/24/2012","19","17,253.000"
"06/24/2012","20","16,953.000"
"06/24/2012","21","17,045.000"
"06/24/2012","22","16,863.000"
"06/24/2012","23","15,608.000"
"06/24/2012","24","14,178.000"
"06/25/2012","01","13,311.000"
"06/25/2012","02","13,051.000"
"06/25/2012","03","12,784.000"
"06/25/2012","04","12,913.000"
"06/25/2012","05","12,862.000"
"06/25/2012","06","13,441.000"
"06/25/2012","07","14,293.000"
"06/25/2012","08","15,766.000"
"06/25/2012","09","16,777.000"
"06/25/2012","10","17,333.000"
"06/25/2012","11","17,750.000"
"06/25/2012","12","17,830.000"
"06/25/2012","13","17,720.000"
"06/25/2012","14","17,651.000"
"06/25/2012","15","17,604.000"
"06/25/2012","16","17,574.000"
"06/25/2012","17","17,455.000"
"06/25/2012","18","17,345.000"
"06/25/2012","19","17,003.000"
"06/25/2012","20","16,591.000"
"06/25/2012","21","16,497.000"
"06/25/2012","22","16,009.000"
"06/25/2012","23","14,527.000"
"06/25/2012","24","13,090.000"
"06/26/2012","01","12,565.000"
"06/26/2012","02","12,040.000"
"06/26/2012","03","12,013.000"
"06/26/2012","04","12,072.000"
"06/26/2012","05","12,184.000"
"06/26/2012","06","12,734.000"
"06/26/2012","07","13,517.000"
"06/26/2012","08","14,266.000"
"06/26/2012","09","15,180.000"
"06/26/2012","10","15,769.000"
"06/26/2012","11","16,361.000"
"06/26/2012","12","16,697.000"
"06/26/2012","13","16,853.000"
"06/26/2012","14","16,939.000"
"06/26/2012","15","16,880.000"
"06/26/2012","16","16,732.000"
"06/26/2012","17","16,636.000"
"06/26/2012","18","16,525.000"
"06/26/2012","19","16,143.000"
"06/26/2012","20","15,791.000"
"06/26/2012","21","15,766.000"
"06/26/2012","22","15,365.000"
"06/26/2012","23","13,993.000"
"06/26/2012","24","12,542.000"
"06/27/2012","01","11,528.000"
"06/27/2012","02","10,863.000"
"06/27/2012","03","10,757.000"
"06/27/2012","04","10,644.000"
"06/27/2012","05","10,816.000"
"06/27/2012","06","11,334.000"
"06/27/2012","07","12,494.000"
"06/27/2012","08","14,041.000"
"06/27/2012","09","15,058.000"
"06/27/2012","10","15,772.000"
"06/27/2012","11","16,352.000"
"06/27/2012","12","16,757.000"
"06/27/2012","13","16,964.000"
"06/27/2012","14","17,214.000"
"06/27/2012","15","17,305.000"
"06/27/2012","16","17,263.000"
"06/27/2012","17","17,253.000"
"06/27/2012","18","17,122.000"
"06/27/2012","19","16,767.000"
"06/27/2012","20","16,422.000"
"06/27/2012","21","16,368.000"
"06/27/2012","22","16,060.000"
"06/27/2012","23","14,682.000"
"06/27/2012","24","13,194.000"
"06/28/2012","01","12,069.000"
"06/28/2012","02","11,595.000"
"06/28/2012","03","11,481.000"
"06/28/2012","04","11,310.000"
"06/28/2012","05","11,492.000"
"06/28/2012","06","11,732.000"
"06/28/2012","07","12,847.000"
"06/28/2012","08","14,547.000"
"06/28/2012","09","15,783.000"
"06/28/2012","10","16,705.000"
"06/28/2012","11","17,559.000"
"06/28/2012","12","18,157.000"
"06/28/2012","13","18,581.000"
"06/28/2012","14","19,014.000"
"06/28/2012","15","19,299.000"
"06/28/2012","16","19,517.000"
"06/28/2012","17","19,803.000"
"06/28/2012","18","19,867.000"
"06/28/2012","19","19,534.000"
"06/28/2012","20","18,964.000"
"06/28/2012","21","18,720.000"
"06/28/2012","22","18,336.000"
"06/28/2012","23","16,738.000"
"06/28/2012","24","14,972.000"
"06/29/2012","01","14,065.000"
"06/29/2012","02","13,407.000"
"06/29/2012","03","13,290.000"
"06/29/2012","04","13,089.000"
"06/29/2012","05","13,173.000"
"06/29/2012","06","13,377.000"
"06/29/2012","07","14,142.000"
"06/29/2012","08","15,806.000"
"06/29/2012","09","16,924.000"
"06/29/2012","10","17,659.000"
"06/29/2012","11","18,464.000"
"06/29/2012","12","19,402.000"
"06/29/2012","13","20,307.000"
"06/29/2012","14","21,307.000"
"06/29/2012","15","22,055.000"
"06/29/2012","16","22,520.000"
"06/29/2012","17","22,903.000"
"06/29/2012","18","22,958.000"
"06/29/2012","19","22,467.000"
"06/29/2012","20","21,633.000"
"06/29/2012","21","20,953.000"
"06/29/2012","22","20,204.000"
"06/29/2012","23","18,545.000"
"06/29/2012","24","16,390.000"
"06/30/2012","01","14,797.000"
"06/30/2012","02","14,350.000"
"06/30/2012","03","13,820.000"
"06/30/2012","04","13,550.000"
"06/30/2012","05","13,517.000"
"06/30/2012","06","13,391.000"
"06/30/2012","07","13,967.000"
"06/30/2012","08","15,175.000"
"06/30/2012","09","15,976.000"
"06/30/2012","10","17,347.000"
"06/30/2012","11","18,520.000"
"06/30/2012","12","19,281.000"
"06/30/2012","13","19,767.000"
"06/30/2012","14","20,113.000"
"06/30/2012","15","20,370.000"
"06/30/2012","16","20,603.000"
"06/30/2012","17","20,842.000"
"06/30/2012","18","20,810.000"
"06/30/2012","19","20,380.000"
"06/30/2012","20","19,753.000"
"06/30/2012","21","19,295.000"
"06/30/2012","22","18,959.000"
"06/30/2012","23","17,625.000"
"06/30/2012","24","16,042.000"
"07/01/2012","01","14,873.000"
"07/01/2012","02","14,348.000"
"07/01/2012","03","13,602.000"
"07/01/2012","04","13,673.000"
"07/01/2012","05","13,676.000"
"07/01/2012","06","13,464.000"
"07/01/2012","07","13,374.000"
"07/01/2012","08","13,880.000"
"07/01/2012","09","15,321.000"
"07/01/2012","10","17,014.000"
"07/01/2012","11","18,299.000"
"07/01/2012","12","19,344.000"
"07/01/2012","13","20,094.000"
"07/01/2012","14","20,577.000"
"07/01/2012","15","20,807.000"
"07/01/2012","16","20,565.000"
"07/01/2012","17","20,217.000"
"07/01/2012","18","20,129.000"
"07/01/2012","19","20,008.000"
"07/01/2012","20","19,548.000"
"07/01/2012","21","19,183.000"
"07/01/2012","22","18,772.000"
"07/01/2012","23","17,231.000"
"07/01/2012","24","15,473.000"
"07/02/2012","01","14,463.000"
"07/02/2012","02","13,776.000"
"07/02/2012","03","13,385.000"
"07/02/2012","04","12,943.000"
"07/02/2012","05","13,028.000"
"07/02/2012","06","13,400.000"
"07/02/2012","07","14,503.000"
"07/02/2012","08","16,173.000"
"07/02/2012","09","17,624.000"
"07/02/2012","10","18,782.000"
"07/02/2012","11","19,701.000"
"07/02/2012","12","20,283.000"
"07/02/2012","13","20,557.000"
"07/02/2012","14","20,876.000"
"07/02/2012","15","21,026.000"
"07/02/2012","16","20,967.000"
"07/02/2012","17","20,902.000"
"07/02/2012","18","20,802.000"
"07/02/2012","19","20,351.000"
"07/02/2012","20","19,649.000"
"07/02/2012","21","19,099.000"
"07/02/2012","22","18,568.000"
"07/02/2012","23","16,864.000"
"07/02/2012","24","15,035.000"
"07/03/2012","01","13,820.000"
"07/03/2012","02","13,466.000"
"07/03/2012","03","13,263.000"
"07/03/2012","04","13,229.000"
"07/03/2012","05","13,071.000"
"07/03/2012","06","13,466.000"
"07/03/2012","07","14,034.000"
"07/03/2012","08","15,574.000"
"07/03/2012","09","16,973.000"
"07/03/2012","10","18,079.000"
"07/03/2012","11","18,939.000"
"07/03/2012","12","19,473.000"
"07/03/2012","13","19,877.000"
"07/03/2012","14","20,242.000"
"07/03/2012","15","20,518.000"
"07/03/2012","16","20,682.000"
"07/03/2012","17","20,800.000"
"07/03/2012","18","20,623.000"
"07/03/2012","19","19,852.000"
"07/03/2012","20","18,900.000"
"07/03/2012","21","18,493.000"
"07/03/2012","22","17,860.000"
"07/03/2012","23","16,577.000"
"07/03/2012","24","15,181.000"
"07/04/2012","01","14,462.000"
"07/04/2012","02","14,190.000"
"07/04/2012","03","13,636.000"
"07/04/2012","04","13,373.000"
"07/04/2012","05","13,372.000"
"07/04/2012","06","13,524.000"
"07/04/2012","07","13,871.000"
"07/04/2012","08","14,134.000"
"07/04/2012","09","15,034.000"
"07/04/2012","10","16,274.000"
"07/04/2012","11","17,118.000"
"07/04/2012","12","18,128.000"
"07/04/2012","13","18,860.000"
"07/04/2012","14","19,264.000"
"07/04/2012","15","19,490.000"
"07/04/2012","16","19,714.000"
"07/04/2012","17","19,961.000"
"07/04/2012","18","20,112.000"
"07/04/2012","19","19,803.000"
"07/04/2012","20","19,188.000"
"07/04/2012","21","18,890.000"
"07/04/2012","22","18,445.000"
"07/04/2012","23","17,485.000"
"07/04/2012","24","16,254.000"
"07/05/2012","01","15,318.000"
"07/05/2012","02","14,749.000"
"07/05/2012","03","14,366.000"
"07/05/2012","04","14,164.000"
"07/05/2012","05","14,194.000"
"07/05/2012","06","14,567.000"
"07/05/2012","07","15,229.000"
"07/05/2012","08","16,867.000"
"07/05/2012","09","18,410.000"
"07/05/2012","10","19,612.000"
"07/05/2012","11","20,504.000"
"07/05/2012","12","21,081.000"
"07/05/2012","13","21,405.000"
"07/05/2012","14","21,699.000"
"07/05/2012","15","21,840.000"
"07/05/2012","16","21,873.000"
"07/05/2012","17","21,868.000"
"07/05/2012","18","21,706.000"
"07/05/2012","19","21,164.000"
"07/05/2012","20","20,381.000"
"07/05/2012","21","19,879.000"
"07/05/2012","22","19,295.000"
"07/05/2012","23","17,571.000"
"07/05/2012","24","15,804.000"
"07/06/2012","01","14,932.000"
"07/06/2012","02","14,407.000"
"07/06/2012","03","13,816.000"
"07/06/2012","04","13,462.000"
"07/06/2012","05","13,445.000"
"07/06/2012","06","13,771.000"
"07/06/2012","07","14,876.000"
"07/06/2012","08","16,183.000"
"07/06/2012","09","17,516.000"
"07/06/2012","10","18,832.000"
"07/06/2012","11","19,955.000"
"07/06/2012","12","20,720.000"
"07/06/2012","13","21,235.000"
"07/06/2012","14","21,791.000"
"07/06/2012","15","22,130.000"
"07/06/2012","16","22,367.000"
"07/06/2012","17","22,553.000"
"07/06/2012","18","22,486.000"
"07/06/2012","19","21,785.000"
"07/06/2012","20","20,920.000"
"07/06/2012","21","20,607.000"
"07/06/2012","22","20,009.000"
"07/06/2012","23","18,496.000"
"07/06/2012","24","17,005.000"
"07/07/2012","01","15,934.000"
"07/07/2012","02","15,263.000"
"07/07/2012","03","14,638.000"
"07/07/2012","04","14,240.000"
"07/07/2012","05","14,065.000"
"07/07/2012","06","14,036.000"
"07/07/2012","07","14,504.000"
"07/07/2012","08","15,161.000"
"07/07/2012","09","16,706.000"
"07/07/2012","10","18,174.000"
"07/07/2012","11","19,178.000"
"07/07/2012","12","19,874.000"
"07/07/2012","13","20,335.000"
"07/07/2012","14","20,366.000"
"07/07/2012","15","19,955.000"
"07/07/2012","16","19,517.000"
"07/07/2012","17","19,483.000"
"07/07/2012","18","19,626.000"
"07/07/2012","19","19,432.000"
"07/07/2012","20","18,922.000"
"07/07/2012","21","18,598.000"
"07/07/2012","22","18,322.000"
"07/07/2012","23","17,130.000"
"07/07/2012","24","15,681.000"
"07/08/2012","01","14,360.000"
"07/08/2012","02","13,699.000"
"07/08/2012","03","13,262.000"
"07/08/2012","04","12,939.000"
"07/08/2012","05","12,934.000"
"07/08/2012","06","12,708.000"
"07/08/2012","07","12,905.000"
"07/08/2012","08","13,473.000"
"07/08/2012","09","14,984.000"
"07/08/2012","10","16,425.000"
"07/08/2012","11","17,647.000"
"07/08/2012","12","18,601.000"
"07/08/2012","13","19,180.000"
"07/08/2012","14","19,548.000"
"07/08/2012","15","19,828.000"
"07/08/2012","16","20,092.000"
"07/08/2012","17","20,397.000"
"07/08/2012","18","20,587.000"
"07/08/2012","19","20,301.000"
"07/08/2012","20","19,706.000"
"07/08/2012","21","19,482.000"
"07/08/2012","22","19,070.000"
"07/08/2012","23","17,496.000"
"07/08/2012","24","15,663.000"
"07/09/2012","01","14,197.000"
"07/09/2012","02","13,406.000"
"07/09/2012","03","12,887.000"
"07/09/2012","04","12,777.000"
"07/09/2012","05","12,801.000"
"07/09/2012","06","12,975.000"
"07/09/2012","07","14,079.000"
"07/09/2012","08","15,746.000"
"07/09/2012","09","16,971.000"
"07/09/2012","10","17,934.000"
"07/09/2012","11","18,717.000"
"07/09/2012","12","19,195.000"
"07/09/2012","13","19,499.000"
"07/09/2012","14","19,982.000"
"07/09/2012","15","20,224.000"
"07/09/2012","16","20,392.000"
"07/09/2012","17","20,530.000"
"07/09/2012","18","20,463.000"
"07/09/2012","19","19,961.000"
"07/09/2012","20","19,228.000"
"07/09/2012","21","18,752.000"
"07/09/2012","22","18,161.000"
"07/09/2012","23","16,438.000"
"07/09/2012","24","14,632.000"
"07/10/2012","01","13,820.000"
"07/10/2012","02","13,247.000"
"07/10/2012","03","12,718.000"
"07/10/2012","04","12,437.000"
"07/10/2012","05","12,465.000"
"07/10/2012","06","12,884.000"
"07/10/2012","07","14,180.000"
"07/10/2012","08","15,256.000"
"07/10/2012","09","16,438.000"
"07/10/2012","10","17,375.000"
"07/10/2012","11","18,221.000"
"07/10/2012","12","18,789.000"
"07/10/2012","13","19,161.000"
"07/10/2012","14","19,628.000"
"07/10/2012","15","19,963.000"
"07/10/2012","16","20,231.000"
"07/10/2012","17","20,418.000"
"07/10/2012","18","20,362.000"
"07/10/2012","19","19,880.000"
"07/10/2012","20","19,161.000"
"07/10/2012","21","18,811.000"
"07/10/2012","22","18,358.000"
"07/10/2012","23","16,690.000"
"07/10/2012","24","14,966.000"
"07/11/2012","01","14,292.000"
"07/11/2012","02","13,604.000"
"07/11/2012","03","13,099.000"
"07/11/2012","04","12,865.000"
"07/11/2012","05","12,922.000"
"07/11/2012","06","13,404.000"
"07/11/2012","07","14,531.000"
"07/11/2012","08","15,837.000"
"07/11/2012","09","17,146.000"
"07/11/2012","10","18,208.000"
"07/11/2012","11","19,152.000"
"07/11/2012","12","19,901.000"
"07/11/2012","13","20,415.000"
"07/11/2012","14","20,831.000"
"07/11/2012","15","21,024.000"
"07/11/2012","16","21,197.000"
"07/11/2012","17","21,367.000"
"07/11/2012","18","21,380.000"
"07/11/2012","19","20,905.000"
"07/11/2012","20","20,126.000"
"07/11/2012","21","19,703.000"
"07/11/2012","22","19,207.000"
"07/11/2012","23","17,486.000"
"07/11/2012","24","16,118.000"
"07/12/2012","01","15,297.000"
"07/12/2012","02","14,439.000"
"07/12/2012","03","13,874.000"
"07/12/2012","04","13,551.000"
"07/12/2012","05","13,581.000"
"07/12/2012","06","14,060.000"
"07/12/2012","07","15,461.000"
"07/12/2012","08","16,593.000"
"07/12/2012","09","17,702.000"
"07/12/2012","10","18,879.000"
"07/12/2012","11","20,051.000"
"07/12/2012","12","20,977.000"
"07/12/2012","13","21,484.000"
"07/12/2012","14","22,025.000"
"07/12/2012","15","22,397.000"
"07/12/2012","16","22,624.000"
"07/12/2012","17","22,797.000"
"07/12/2012","18","22,629.000"
"07/12/2012","19","22,038.000"
"07/12/2012","20","21,085.000"
"07/12/2012","21","20,555.000"
"07/12/2012","22","19,946.000"
"07/12/2012","23","18,120.000"
"07/12/2012","24","16,516.000"
"07/13/2012","01","15,373.000"
"07/13/2012","02","14,795.000"
"07/13/2012","03","14,219.000"
"07/13/2012","04","13,898.000"
"07/13/2012","05","13,927.000"
"07/13/2012","06","14,423.000"
"07/13/2012","07","15,607.000"
"07/13/2012","08","16,771.000"
"07/13/2012","09","18,170.000"
"07/13/2012","10","19,530.000"
"07/13/2012","11","20,729.000"
"07/13/2012","12","21,697.000"
"07/13/2012","13","22,388.000"
"07/13/2012","14","22,971.000"
"07/13/2012","15","23,180.000"
"07/13/2012","16","23,133.000"
"07/13/2012","17","22,985.000"
"07/13/2012","18","22,526.000"
"07/13/2012","19","21,640.000"
"07/13/2012","20","20,736.000"
"07/13/2012","21","20,381.000"
"07/13/2012","22","19,782.000"
"07/13/2012","23","18,193.000"
"07/13/2012","24","16,688.000"
"07/14/2012","01","15,780.000"
"07/14/2012","02","15,205.000"
"07/14/2012","03","14,675.000"
"07/14/2012","04","14,330.000"
"07/14/2012","05","14,232.000"
"07/14/2012","06","14,358.000"
"07/14/2012","07","14,479.000"
"07/14/2012","08","14,870.000"
"07/14/2012","09","16,309.000"
"07/14/2012","10","17,660.000"
"07/14/2012","11","18,639.000"
"07/14/2012","12","19,439.000"
"07/14/2012","13","20,074.000"
"07/14/2012","14","20,574.000"
"07/14/2012","15","21,064.000"
"07/14/2012","16","21,453.000"
"07/14/2012","17","21,747.000"
"07/14/2012","18","21,796.000"
"07/14/2012","19","21,401.000"
"07/14/2012","20","20,664.000"
"07/14/2012","21","20,268.000"
"07/14/2012","22","19,827.000"
"07/14/2012","23","18,392.000"
"07/14/2012","24","16,937.000"
"07/15/2012","01","15,583.000"
"07/15/2012","02","15,102.000"
"07/15/2012","03","14,557.000"
"07/15/2012","04","14,248.000"
"07/15/2012","05","13,999.000"
"07/15/2012","06","13,799.000"
"07/15/2012","07","13,708.000"
"07/15/2012","08","14,521.000"
"07/15/2012","09","15,953.000"
"07/15/2012","10","17,558.000"
"07/15/2012","11","19,037.000"
"07/15/2012","12","20,222.000"
"07/15/2012","13","20,916.000"
"07/15/2012","14","21,079.000"
"07/15/2012","15","21,095.000"
"07/15/2012","16","21,127.000"
"07/15/2012","17","21,153.000"
"07/15/2012","18","21,155.000"
"07/15/2012","19","20,837.000"
"07/15/2012","20","20,517.000"
"07/15/2012","21","20,579.000"
"07/15/2012","22","19,908.000"
"07/15/2012","23","18,396.000"
"07/15/2012","24","16,829.000"
"07/16/2012","01","16,238.000"
"07/16/2012","02","15,725.000"
"07/16/2012","03","15,377.000"
"07/16/2012","04","15,101.000"
"07/16/2012","05","15,177.000"
"07/16/2012","06","15,496.000"
"07/16/2012","07","16,309.000"
"07/16/2012","08","18,281.000"
"07/16/2012","09","19,864.000"
"07/16/2012","10","21,131.000"
"07/16/2012","11","22,263.000"
"07/16/2012","12","23,205.000"
"07/16/2012","13","23,905.000"
"07/16/2012","14","24,511.000"
"07/16/2012","15","24,649.000"
"07/16/2012","16","24,709.000"
"07/16/2012","17","24,667.000"
"07/16/2012","18","24,522.000"
"07/16/2012","19","23,986.000"
"07/16/2012","20","23,245.000"
"07/16/2012","21","22,895.000"
"07/16/2012","22","22,076.000"
"07/16/2012","23","20,226.000"
"07/16/2012","24","18,464.000"
"07/17/2012","01","17,312.000"
"07/17/2012","02","16,502.000"
"07/17/2012","03","15,866.000"
"07/17/2012","04","15,473.000"
"07/17/2012","05","15,478.000"
"07/17/2012","06","16,021.000"
"07/17/2012","07","17,524.000"
"07/17/2012","08","18,650.000"
"07/17/2012","09","20,331.000"
"07/17/2012","10","21,793.000"
"07/17/2012","11","23,113.000"
"07/17/2012","12","23,980.000"
"07/17/2012","13","24,599.000"
"07/17/2012","14","25,183.000"
"07/17/2012","15","25,523.000"
"07/17/2012","16","25,773.000"
"07/17/2012","17","25,920.000"
"07/17/2012","18","25,752.000"
"07/17/2012","19","25,198.000"
"07/17/2012","20","24,422.000"
"07/17/2012","21","23,975.000"
"07/17/2012","22","23,165.000"
"07/17/2012","23","21,218.000"
"07/17/2012","24","19,509.000"
"07/18/2012","01","18,790.000"
"07/18/2012","02","18,033.000"
"07/18/2012","03","17,492.000"
"07/18/2012","04","17,133.000"
"07/18/2012","05","17,080.000"
"07/18/2012","06","17,633.000"
"07/18/2012","07","19,031.000"
"07/18/2012","08","20,903.000"
"07/18/2012","09","21,747.000"
"07/18/2012","10","22,851.000"
"07/18/2012","11","24,102.000"
"07/18/2012","12","25,113.000"
"07/18/2012","13","25,690.000"
"07/18/2012","14","25,731.000"
"07/18/2012","15","25,204.000"
"07/18/2012","16","24,055.000"
"07/18/2012","17","23,150.000"
"07/18/2012","18","22,758.000"
"07/18/2012","19","22,223.000"
"07/18/2012","20","21,640.000"
"07/18/2012","21","21,440.000"
"07/18/2012","22","20,816.000"
"07/18/2012","23","19,459.000"
"07/18/2012","24","17,990.000"
"07/19/2012","01","16,566.000"
"07/19/2012","02","15,798.000"
"07/19/2012","03","15,177.000"
"07/19/2012","04","14,769.000"
"07/19/2012","05","14,711.000"
"07/19/2012","06","15,158.000"
"07/19/2012","07","16,273.000"
"07/19/2012","08","17,002.000"
"07/19/2012","09","17,601.000"
"07/19/2012","10","18,091.000"
"07/19/2012","11","18,638.000"
"07/19/2012","12","19,044.000"
"07/19/2012","13","19,285.000"
"07/19/2012","14","19,596.000"
"07/19/2012","15","19,747.000"
"07/19/2012","16","19,889.000"
"07/19/2012","17","20,055.000"
"07/19/2012","18","20,044.000"
"07/19/2012","19","19,487.000"
"07/19/2012","20","18,798.000"
"07/19/2012","21","18,637.000"
"07/19/2012","22","18,056.000"
"07/19/2012","23","16,532.000"
"07/19/2012","24","15,358.000"
"07/20/2012","01","14,147.000"
"07/20/2012","02","13,401.000"
"07/20/2012","03","12,947.000"
"07/20/2012","04","12,719.000"
"07/20/2012","05","12,829.000"
"07/20/2012","06","13,212.000"
"07/20/2012","07","14,040.000"
"07/20/2012","08","15,488.000"
"07/20/2012","09","16,484.000"
"07/20/2012","10","17,024.000"
"07/20/2012","11","17,356.000"
"07/20/2012","12","17,442.000"
"07/20/2012","13","17,357.000"
"07/20/2012","14","17,300.000"
"07/20/2012","15","17,136.000"
"07/20/2012","16","16,918.000"
"07/20/2012","17","16,799.000"
"07/20/2012","18","16,629.000"
"07/20/2012","19","16,226.000"
"07/20/2012","20","15,887.000"
"07/20/2012","21","15,998.000"
"07/20/2012","22","15,654.000"
"07/20/2012","23","14,490.000"
"07/20/2012","24","13,133.000"
"07/21/2012","01","12,070.000"
